Input Token Length
24
21
34
30
24
24
37
31
34
33
32
33
11
23
13
23
28
33
26
27
11
20
35
28
27
22
26
10
30
25
27
24
33
31
22
28
25
20
13
21
37
23
22
33
11
29
31
23
40
25
27
24
20
21
24
22
24
32
31
25
45
41
28
23
30
22
23
20
37
57
24
12
32
15
30
25
15
32
24
26
9
23
30
9
20
14
26
18
27
17
29
27
29
42
27
36
23
22
23
18
12
22
15
28
24
15
25
21
30
10
19
20
39
15
34
29
29
29
31
29
33
39
23
22
15
30
32
18
20
21
21
19
20
25
25
28
15
11
26
45
21
30
29
51
19
36
10
22
35
13
14
22
18
33
15
30
28
36
34
22
33
28
11
23
29
27
23
24
25
26
30
24
24
17
29
28
36
36
41
22
20
29
20
32
30
38
24
26
32
23
29
21
17
28
26
43
25
25
29
25
14
18
28
20
28
11
17
30
28
24
34
12
25
31
20
15
23
43
28
17
36
29
28
36
53
15
28
16
27
25
25
20
22
12
11
26
24
31
31
36
36
28
53
40
11
12
34
62
24
37
22
15
31
24
23
33
29
23
19
32
27
39
35
21
16
35
34
37
36
50
43
30
23
37
30
28
27
18
34
18
26
30
33
72
46
43
45
25
32
23
58
50
16
35
25
24
38
30
38
10
19
29
17
33
19
24
10
35
11
12
25
33
41
36
20
17
29
24
24
21
28
28
23
15
38
29
30
39
22
31
22
38
20
38
13
24
30
24
30
25
9
20
26
17
38
11
20
23
22
12
27
16
15
19
22
31
28
28
26
34
19
27
29
33
15
28
16
22
16
27
13
24
36
33
37
21
41
28
20
20
33
10
24
24
25
28
27
28
18
34
14
27
15
21
30
21
29
31
31
20
17
26
27
29
37
34
33
22
13
14
27
24
13
26
13
12
21
31
9
21
28
23
39
22
31
30
26
31
28
13
14
30
26
23
36
27
25
44
38
65
38
29
11
21
26
28
24
13
23
10
34
10
15
35
14
25
17
17
29
23
21
44
47
65
31
31
13
41
38
21
37
30
35
12
14
20
10
23
28
17
11
20
26
25
46
14
30
29
16
9
22
35
9
27
27
42
13
27
11
18
33
25
13
26
43
36
34
30
36
31
27
37
24
39
36
11
21
39
10
26
11
26
31
25
26
33
14
26
26
31
19
35
28
33
36
24
10
30
27
26
34
23
73
14
21
40
42
22
23
29
19
33
16
30
32
30
35
13
21
15
24
11
22
12
22
28
12
50
39
37
36
38
37
24
44
13
24
10
17
38
33
18
42
29
34
11
23
9
24
21
11
22
21
28
26
23
36
29
31
19
28
22
28
18
60
14
30
21
28
18
23
23
26
24
28
24
39
29
16
28
31
24
9
17
28
28
33
30
18
33
27
34
31
21
23
14
25
28
33
23
12
29
22
24
24
15
14
24
14
12
37
39
54
18
10
21
28
31
22
22
25
35
22
24
24
9
23
23
36
30
20
27
12
23
13
30
38
25
32
11
32
35
38
10
19
17
35
25
28
13
29
15
27
42
32
38
16
12
23
33
32
29
28
19
22
16
23
24
34
31
46
20
38
36
33
26
45
16
24
30
29
30
27
22
24
22
25
31
29
32
29
26
26
28
20
23
66
30
26
38
11
22
35
30
23
31
20
31
25
43
22
27
24
24
27
16
27
13
19
35
14
26
18
23
10
18
11
21
40
24
37
27
46
36
35
24
33
17
19
32
50
37
28
25
18
27
30
26
29
21
22
22
13
23
13
24
14
28
21
20
21
22
20
25
18
31
26
18
28
25
32
37
36
34
40
16
26
36
32
23
31
28
34
30
34
19
34
26
39
26
15
25
36
31
11
22
32
28
30
30
27
13
29
35
39
23
31
42
23
26
39
21
28
24
20
35
37
55
44
22
39
12
22
29
33
22
29
22
37
29
42
47
31
25
37
30
27
27
45
23
25
40
17
16
36
17
35
34
32
21
34
28
29
29
34
24
21
13
29
12
32
35
27
20
18
13
25
11
23
32
27
33
47
30
11
35
25
23
30
19
32
32
37
33
23
12
23
30
21
20
38
13
10
17
15
18
35
49
32
27
19
19
33
12
28
27
31
13
37
21
12
22
22
35
22
18
23
13
23
34
24
21
22
24
27
22
30
50
24
10
22
12
32
19
22
9
20
27
43
32
24
44
17
29
28
17
34
30
31
25
28
10
30
15
24
25
32
18
35
14
34
13
24
11
29
23
10
22
28
14
31
29
17
33
25
14
20
24
23
37
34
25
26
23
23
32
35
16
35
12
27
32
14
28
22
15
23
16
26
18
34
26
31
22
16
29
22
34
32
25
34
27
29
33
27
21
13
26
24
18
38
33
16
22
31
51
44
18
25
20
39
22
33
15
25
28
26
48
32
32
27
30
36
12
29
13
17
15
40
50
28
32
25
26
20
21
44
63
35
14
10
20
24
23
21
21
38
36
16
21
16
17
21
23
14
15
23
25
13
16
32
26
12
30
34
13
24
36
26
14
30
28
17
33
12
25
34
23
29
21
11
25
24
27
34
36
14
31
38
34
26
37
31
37
19
35
23
14
32
25
20
20
26
28
25
14
22
49
22
21
28
10
20
31
20
39
33
26
34
23
24
17
37
24
37
15
29
14
25
24
33
13
16
32
24
28
15
32
23
39
23
27
15
16
12
30
30
26
28
33
27
26
24
28
12
24
30
40
12
29
29
39
28
38
12
9
15
29
28
10
28
30
23
27
28
44
12
39
34
13
25
22
21
28
19
16
30
21
29
25
22
25
35
21
25
33
19
26
27
30
29
21
22
34
25
45
35
33
31
19
22
10
18
21
31
24
21
29
15
13
29
18
19
27
46
38
28
13
25
25
21
34
21
22
14
24
35
16
22
34
12
30
27
19
29
37
28
28
21
23
22
26
16
28
26
35
13
23
9
19
46
24
26
40
22
19
26
24
32
22
17
12
23
12
23
29
13
27
25
26
12
19
36
30
16
28
25
28
19
28
13
22
41
22
9
11
25
23
19
43
24
44
12
26
25
29
21
29
24
24
26
43
32
11
19
21
17
33
17
31
21
29
24
16
29
12
17
36
37
23
31
29
31
38
16
29
11
33
28
26
26
11
18
15
12
30
20
12
24
23
23
37
10
21
12
21
11
20
20
15
32
19
9
17
31
26
26
18
31
24
27
39
23
24
31
16
29
17
32
17
10
27
30
22
24
27
21
10
20
21
38
20
20
15
26
19
32
39
38
52
30
30
22
24
32
29
31
35
13
22
23
22
23
34
21
18
39
32
24
24
35
22
23
29
27
39
22
24
9
13
32
21
20
27
37
36
12
17
27
13
38
25
43
18
27
10
26
29
30
26
25
42
35
37
35
26
13
26
39
39
10
20
31
10
13
34
40
10
28
22
22
10
43
30
10
23
24
23
28
27
32
23
31
25
26
15
30
13
28
40
26
35
32
28
29
28
10
24
37
22
16
25
36
36
21
40
33
18
12
23
14
23
29
45
35
24
13
32
26
29
12
20
19
21
43
23
25
25
21
17
28
20
39
23
49
38
14
22
36
13
22
23
33
27
24
33
17
22
25
19
34
17
36
24
13
24
14
35
36
24
21
39
15
31
41
12
23
29
30
26
13
22
34
30
19
27
25
26
13
25
33
22
26
36
20
17
25
29
32
26
42
26
47
43
34
17
33
34
25
17
31
28
22
15
23
18
26
28
24
33
24
14
28
37
22
32
22
24
26
32
18
33
38
13
23
34
35
35
52
44
22
24
27
11
19
12
23
20
10
30
17
21
27
41
17
23
29
27
33
16
31
31
23
23
20
19
39
24
25
15
29
12
18
12
19
20
27
19
29
25
16
26
25
32
14
21
19
26
17
35
14
25
26
32
17
32
23
21
18
25
29
34
36
18
32
34
23
23
29
21
18
16
28
10
16
28
15
10
21
12
25
16
31
10
17
12
29
13
28
13
11
21
33
30
13
24
26
14
28
20
12
33
33
24
12
25
36
25
24
14
26
22
17
26
28
23
27
16
41
14
40
60
14
12
25
16
29
25
25
27
35
25
23
38
33
25
17
30
12
22
12
41
27
16
31
18
30
30
30
26
24
24
43
26
12
25
21
11
19
14
21
31
13
22
24
40
27
19
37
20
18
12
19
20
18
25
10
19
15
27
44
29
31
30
25
25
16
48
15
24
10
22
10
31
9
10
21
21
23
11
43
26
15
29
15
24
11
24
30
15
15
31
11
21
31
23
14
30
33
30
15
24
20
27
11
18
39
15
25
21
34
24
18
12
24
10
11
23
22
21
14
9
24
15
25
12
16
21
14
26
16
22
29
37
27
11
21
11
21
27
14
25
26
24
11
18
24
12
21
35
11
21
34
26
37
20
9
17
24
19
13
22
19
34
32
20
35
12
22
19
28
28
33
34
15
28
27
12
21
26
18
32
20
33
32
14
43
27
50
24
21
27
20
27
18
11
24
25
11
19
21
12
22
16
25
18
23
37
42
49
29
11
23
22
34
12
13
21
28
27
24
21
16
26
31
29
25
25
41
13
26
16
19
15
22
11
21
16
30
12
32
32
52
40
20
13
27
10
24
24
44
19
12
21
16
16
23
15
29
11
22
43
45
30
16
25
25
24
27
38
11
29
23
34
31
12
20
15
15
22
33
26
12
17
18
32
11
10
20
23
11
16
28
12
24
31
15
12
21
20
13
24
12
46
9
12
25
18
13
24
13
27
20
30
17
28
20
28
23
33
42
36
31
45
10
16
32
23
17
16
9
20
14
27
31
27
45
15
16
29
33
33
19
11
29
23
37
28
24
40
33
22
25
20
30
10
32
14
29
22
23
31
26
26
28
29
23
34
21
10
19
25
27
28
26
15
32
54
65
11
21
14
11
43
64
27
13
18
27
25
17
30
12
21
28
32
13
19
23
15
30
31
30
26
24
16
34
17
11
21
27
10
21
18
18
27
10
20
17
12
35
18
25
27
23
13
23
10
52
37
14
15
33
15
29
32
13
20
15
30
32
38
32
10
9
21
26
14
22
36
11
18
9
23
17
24
23
17
34
14
12
24
22
10
25
26
13
14
33
18
12
23
10
25
22
17
34
24
9
14
25
14
26
23
27
36
16
25
48
26
10
18
37
24
14
25
29
18
36
31
27
33
25
36
20
32
52
28
19
16
28
19
32
15
27
20
30
26
12
21
36
20
39
41
13
20
11
12
30
18
25
24
36
15
40
27
28
21
37
15
30
26
23
21
28
9
19
24
39
24
21
19
24
15
29
51
29
13
27
24
40
27
20
30
32
32
49
20
36
20
40
10
15
32
16
23
35
33
16
35
17
28
48
22
26
23
24
23
27
45
39
25
31
11
28
9
41
27
33
9
19
34
14
27
26
23
39
25
43
24
22
34
14
25
33
30
29
27
30
25
36
27
13
9
17
12
21
33
46
27
25
36
29
18
37
21
38
39
21
32
12
27
17
24
29
32
10
17
10
10
23
23
15
28
19
27
19
25
38
38
49
33
36
37
35
21
38
45
43
25
33
36
22
21
18
29
24
14
22
21
28
28
23
30
27
30
9
27
13
28
9
38
24
29
31
16
25
38
15
35
36
30
31
15
24
31
24
34
34
28
17
26
41
32
50
56
11
10
24
44
13
25
14
23
32
30
39
13
24
13
12
30
12
24
14
21
31
44
22
20
35
36
9
16
34
11
19
10
21
28
37
42
55
27
23
38
13
23
24
18
11
26
31
19
28
13
27
13
18
28
23
26
25
27
26
30
27
32
28
10
17
26
40
26
21
10
16
25
9
38
19
20
30
26
34
20
21
12
28
38
32
18
22
36
36
20
29
28
21
18
26
17
15
33
32
25
38
35
24
26
42
13
18
29
18
43
44
20
24
43
26
23
37
12
21
21
37
26
30
49
26
13
29
30
25
16
25
26
29
10
29
13
21
22
12
11
25
30
31
39
12
27
25
26
11
23
30
39
21
38
25
17
22
28
21
22
40
16
33
28
12
14
29
31
22
31
86
31
13
29
38
21
11
11
35
29
9
22
12
20
28
19
38
30
27
25
42
18
25
34
15
32
13
28
22
35
31
44
16
33
22
27
18
15
27
16
17
22
23
19
26
30
27
22
10
28
36
56
14
23
24
21
26
15
25
17
30
35
35
34
26
15
22
41
20
41
23
26
33
42
31
13
28
17
27
22
33
14
31
22
12
22
30
42
14
25
18
32
29
34
28
24
22
23
14
24
16
27
17
24
17
20
73
28
20
38
17
22
16
26
24
25
38
29
19
33
29
11
20
29
12
42
22
11
27
18
26
38
25
26
13
20
15
33
23
31
27
12
23
26
25
24
28
25
16
12
24
32
32
50
35
12
20
16
23
20
24
26
30
19
28
15
9
27
43
43
21
24
29
23
20
31
27
19
15
11
13
24
16
23
22
24
31
27
35
19
27
19
32
12
16
27
33
28
16
19
24
17
27
23
24
31
32
14
27
22
28
22
27
65
13
22
24
25
27
54
27
26
14
26
23
9
10
24
18
22
23
10
21
36
25
22
17
29
29
38
34
26
16
37
26
24
16
32
49
21
25
41
12
33
17
30
20
28
25
34
24
9
25
16
24
20
37
22
41
28
50
21
16
21
33
36
17
26
24
30
47
29
29
31
23
18
22
13
33
45
35
20
10
26
16
33
30
27
15
27
21
21
9
21
25
11
25
11
25
20
29
33
35
20
26
29
24
24
21
12
32
34
27
44
38
22
14
32
19
30
21
21
27
29
48
31
22
23
23
35
45
27
36
30
24
38
48
21
21
21
32
27
14
27
35
35
29
33
34
43
34
40
31
11
25
27
29
25
31
35
34
15
17
14
34
24
14
26
25
28
33
36
21
26
28
24
26
12
32
41
35
29
24
12
20
40
32
14
22
41
21
31
49
16
34
10
29
31
21
23
25
17
34
21
22
23
29
27
23
21
32
42
26
17
31
17
27
23
21
38
25
18
21
22
13
24
14
24
34
21
17
20
39
26
25
30
23
35
14
40
12
22
9
22
18
36
12
28
21
37
23
25
16
19
38
29
42
44
19
26
38
28
27
28
21
26
13
26
23
16
32
25
22
21
16
22
40
13
25
10
40
32
28
18
40
30
28
39
18
19
14
22
30
15
23
36
29
15
28
26
13
22
18
40
22
23
17
27
22
15
19
20
14
22
37
27
38
36
11
15
16
30
13
23
25
25
29
29
54
44
27
38
25
35
46
56
18
31
37
44
15
25
11
21
20
36
15
30
21
13
22
20
38
39
23
23
25
22
21
18
17
14
32
13
20
12
26
27
24
33
17
39
56
36
16
15
29
22
36
23
37
28
42
31
25
13
16
24
42
26
15
43
38
28
